ticker,date,alpha_score,comp_rsi,comp_macd,comp_bb,comp_momentum,comp_volatility,comp_volume
AMD,2026-03-13,57.7,52.0,80.0,68.0,38.0,45.0,46.0
AMD,2026-03-16,54.5,52.0,80.0,52.0,38.0,45.0,46.0
AMD,2026-03-17,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMD,2026-03-18,55.8,52.0,80.0,52.0,47.0,45.0,46.0
AMD,2026-03-19,54.0,52.0,80.0,38.0,53.0,45.0,46.0
AMD,2026-03-20,57.2,52.0,80.0,52.0,53.0,45.0,54.0
AMD,2026-03-23,57.8,52.0,80.0,52.0,60.0,45.0,46.0
AMD,2026-03-24,51.7,52.0,80.0,38.0,38.0,45.0,46.0
AMD,2026-03-25,56.8,42.0,80.0,60.0,60.0,45.0,54.0
AMD,2026-03-26,57.2,52.0,80.0,52.0,53.0,45.0,54.0
AMD,2026-03-27,56.8,52.0,80.0,52.0,53.0,45.0,46.0
AMD,2026-03-30,56.2,52.0,80.0,52.0,47.0,45.0,54.0
AMD,2026-03-31,58.2,52.0,80.0,52.0,60.0,45.0,54.0
AMD,2026-04-01,55.4,52.0,80.0,38.0,60.0,45.0,54.0
AMD,2026-04-02,56.8,42.0,80.0,60.0,60.0,45.0,54.0
AMD,2026-04-06,58.2,42.0,80.0,60.0,72.0,45.0,46.0
AMD,2026-04-07,49.4,42.0,80.0,25.0,60.0,45.0,46.0
AMD,2026-04-08,58.6,42.0,80.0,60.0,72.0,45.0,54.0
AMD,2026-04-09,55.2,32.0,80.0,60.0,72.0,45.0,46.0
AMD,2026-04-10,53.4,18.0,80.0,60.0,85.0,45.0,54.0
AMD,2026-04-13,52.4,18.0,80.0,60.0,85.0,45.0,35.0
AMD,2026-04-14,52.9,18.0,80.0,60.0,85.0,45.0,46.0
AMD,2026-04-15,45.9,18.0,80.0,25.0,85.0,45.0,46.0
AMD,2026-04-16,53.8,18.0,80.0,60.0,85.0,45.0,62.0
AMD,2026-04-17,45.9,18.0,80.0,25.0,85.0,45.0,46.0
AMD,2026-04-20,45.9,18.0,80.0,25.0,85.0,45.0,46.0
AMD,2026-04-21,46.4,18.0,80.0,25.0,85.0,45.0,54.0
AMD,2026-04-22,53.4,18.0,80.0,60.0,85.0,45.0,54.0
AMD,2026-04-23,46.4,18.0,80.0,25.0,85.0,45.0,54.0
AMD,2026-04-24,54.1,18.0,80.0,60.0,85.0,45.0,70.0
AMD,2026-04-27,45.6,18.0,80.0,25.0,85.0,38.0,54.0
AMD,2026-04-28,48.2,18.0,80.0,38.0,85.0,38.0,54.0
AMD,2026-04-29,45.6,18.0,80.0,25.0,85.0,38.0,54.0
AMD,2026-04-30,45.6,18.0,80.0,25.0,85.0,38.0,54.0
AMD,2026-05-01,45.2,18.0,80.0,25.0,85.0,38.0,46.0
AMD,2026-05-04,52.5,32.0,80.0,38.0,85.0,38.0,54.0
AMD,2026-05-05,48.6,18.0,80.0,38.0,85.0,38.0,62.0
AMD,2026-05-06,52.0,18.0,80.0,60.0,85.0,28.0,62.0
AMD,2026-05-07,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-05-08,51.6,18.0,80.0,60.0,85.0,28.0,54.0
AMD,2026-05-11,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-05-12,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-05-13,43.7,18.0,80.0,25.0,85.0,28.0,35.0
AMD,2026-05-14,46.3,18.0,80.0,38.0,85.0,28.0,35.0
AMD,2026-05-15,50.5,32.0,80.0,38.0,85.0,28.0,35.0
AMD,2026-05-18,53.3,32.0,80.0,52.0,85.0,28.0,35.0
AMD,2026-05-19,44.8,42.0,20.0,52.0,85.0,28.0,46.0
AMD,2026-05-20,39.0,32.0,20.0,38.0,85.0,28.0,46.0
AMD,2026-05-21,38.5,32.0,20.0,38.0,85.0,28.0,35.0
AMD,2026-05-22,34.8,18.0,20.0,38.0,85.0,28.0,46.0
AMD,2026-05-26,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-05-27,43.7,18.0,80.0,25.0,85.0,28.0,35.0
AMD,2026-05-28,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-05-29,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-06-01,46.8,18.0,80.0,38.0,85.0,28.0,46.0
AMD,2026-06-02,43.7,18.0,80.0,25.0,85.0,28.0,35.0
AMD,2026-06-03,44.2,18.0,80.0,25.0,85.0,28.0,46.0
AMD,2026-06-04,47.8,18.0,80.0,38.0,85.0,38.0,46.0
AMD,2026-06-05,47.3,52.0,20.0,52.0,72.0,38.0,54.0
AMD,2026-06-08,42.1,42.0,20.0,52.0,60.0,38.0,46.0
AMD,2026-06-09,42.5,42.0,20.0,52.0,60.0,38.0,54.0
AMD,2026-06-10,44.0,52.0,20.0,52.0,53.0,38.0,46.0
AMD,2026-06-11,42.1,42.0,20.0,52.0,60.0,38.0,46.0
AMD,2026-06-12,42.9,42.0,20.0,52.0,72.0,28.0,46.0
AMD,2026-06-15,37.9,32.0,20.0,25.0,85.0,38.0,54.0
AMD,2026-06-16,44.8,42.0,20.0,52.0,85.0,28.0,46.0
AMD,2026-06-17,44.8,42.0,20.0,52.0,85.0,28.0,46.0
AMD,2026-06-18,42.5,42.0,20.0,38.0,85.0,28.0,54.0
AMZN,2024-06-20,44.0,50.0,20.0,50.0,50.0,50.0,50.0
AMZN,2024-06-21,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-06-24,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-06-25,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-06-26,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-06-27,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-06-28,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-01,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-02,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-03,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-05,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-08,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-09,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-10,56.0,50.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-11,53.6,42.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-12,56.6,52.0,80.0,50.0,50.0,50.0,50.0
AMZN,2024-07-15,44.6,52.0,20.0,50.0,50.0,50.0,50.0
AMZN,2024-07-16,44.6,52.0,20.0,50.0,50.0,50.0,50.0
AMZN,2024-07-17,44.6,52.0,20.0,50.0,50.0,50.0,50.0
AMZN,2024-07-18,55.6,68.0,20.0,80.0,50.0,50.0,54.0
AMZN,2024-07-19,55.2,68.0,20.0,80.0,47.0,55.0,46.0
AMZN,2024-07-22,53.9,68.0,20.0,80.0,38.0,55.0,46.0
AMZN,2024-07-23,49.4,52.0,20.0,68.0,53.0,55.0,54.0
AMZN,2024-07-24,55.2,68.0,20.0,80.0,47.0,55.0,46.0
AMZN,2024-07-25,54.3,68.0,20.0,80.0,38.0,55.0,54.0
AMZN,2024-07-26,52.5,68.0,20.0,68.0,38.0,65.0,46.0
AMZN,2024-07-29,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AMZN,2024-07-30,52.9,68.0,20.0,68.0,38.0,65.0,54.0
AMZN,2024-07-31,44.9,52.0,20.0,52.0,38.0,65.0,54.0
AMZN,2024-08-01,45.3,52.0,20.0,52.0,38.0,65.0,62.0
AMZN,2024-08-02,60.3,82.0,20.0,90.0,28.0,55.0,80.0
AMZN,2024-08-05,59.4,82.0,20.0,90.0,28.0,55.0,62.0
AMZN,2024-08-06,59.0,82.0,20.0,90.0,28.0,55.0,54.0
AMZN,2024-08-07,55.6,82.0,20.0,80.0,28.0,45.0,46.0
AMZN,2024-08-08,49.0,68.0,20.0,68.0,28.0,45.0,46.0
AMZN,2024-08-09,49.0,68.0,20.0,68.0,28.0,45.0,46.0
AMZN,2024-08-12,48.5,68.0,20.0,68.0,28.0,45.0,35.0
AMZN,2024-08-13,45.8,68.0,20.0,52.0,28.0,45.0,46.0
AMZN,2024-08-14,46.8,68.0,20.0,52.0,38.0,45.0,35.0
AMZN,2024-08-15,54.9,52.0,80.0,52.0,38.0,45.0,54.0
AMZN,2024-08-16,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-19,55.3,52.0,80.0,52.0,47.0,45.0,35.0
AMZN,2024-08-20,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-21,55.8,52.0,80.0,52.0,47.0,45.0,46.0
AMZN,2024-08-22,55.3,52.0,80.0,52.0,47.0,45.0,35.0
AMZN,2024-08-23,55.3,52.0,80.0,52.0,47.0,45.0,35.0
AMZN,2024-08-26,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-27,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-28,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-29,54.0,52.0,80.0,52.0,38.0,45.0,35.0
AMZN,2024-08-30,56.4,52.0,80.0,38.0,60.0,55.0,54.0
AMZN,2024-09-03,59.2,52.0,80.0,52.0,60.0,55.0,54.0
AMZN,2024-09-04,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AMZN,2024-09-05,56.4,52.0,80.0,38.0,60.0,55.0,54.0
AMZN,2024-09-06,59.2,52.0,80.0,52.0,60.0,55.0,54.0
AMZN,2024-09-09,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AMZN,2024-09-10,56.4,52.0,80.0,38.0,60.0,55.0,54.0
AMZN,2024-09-11,57.8,42.0,80.0,60.0,60.0,55.0,54.0
AMZN,2024-09-12,57.4,42.0,80.0,60.0,60.0,55.0,46.0
AMZN,2024-09-13,50.4,42.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-09-16,50.4,42.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-09-17,50.4,42.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-09-18,53.4,42.0,80.0,38.0,60.0,55.0,54.0
AMZN,2024-09-19,50.8,42.0,80.0,25.0,60.0,55.0,54.0
AMZN,2024-09-20,51.6,42.0,80.0,25.0,60.0,55.0,70.0
AMZN,2024-09-23,47.8,32.0,80.0,25.0,60.0,55.0,54.0
AMZN,2024-09-24,49.6,32.0,80.0,25.0,72.0,55.0,54.0
AMZN,2024-09-25,54.8,42.0,80.0,38.0,72.0,55.0,46.0
AMZN,2024-09-26,54.8,42.0,80.0,38.0,72.0,55.0,46.0
AMZN,2024-09-27,55.8,42.0,80.0,52.0,60.0,55.0,46.0
AMZN,2024-09-30,59.2,52.0,80.0,52.0,60.0,55.0,54.0
AMZN,2024-10-01,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-10-02,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AMZN,2024-10-03,45.8,52.0,20.0,52.0,53.0,55.0,46.0
AMZN,2024-10-04,48.2,52.0,20.0,52.0,60.0,65.0,54.0
AMZN,2024-10-07,53.8,52.0,20.0,80.0,60.0,65.0,54.0
AMZN,2024-10-08,50.0,52.0,20.0,68.0,53.0,65.0,46.0
AMZN,2024-10-09,46.8,52.0,20.0,52.0,53.0,65.0,46.0
AMZN,2024-10-10,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AMZN,2024-10-11,43.8,42.0,20.0,52.0,53.0,65.0,46.0
AMZN,2024-10-14,46.2,52.0,20.0,52.0,53.0,65.0,35.0
AMZN,2024-10-15,46.8,52.0,20.0,52.0,53.0,65.0,46.0
AMZN,2024-10-16,46.2,52.0,20.0,52.0,53.0,65.0,35.0
AMZN,2024-10-17,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AMZN,2024-10-18,43.2,42.0,20.0,52.0,47.0,65.0,54.0
AMZN,2024-10-21,54.8,42.0,80.0,52.0,47.0,65.0,46.0
AMZN,2024-10-22,52.0,42.0,80.0,38.0,47.0,65.0,46.0
AMZN,2024-10-23,44.9,52.0,20.0,52.0,38.0,65.0,54.0
AMZN,2024-10-24,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AMZN,2024-10-25,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AMZN,2024-10-28,44.0,52.0,20.0,38.0,53.0,65.0,46.0
AMZN,2024-10-29,51.8,42.0,80.0,25.0,60.0,65.0,54.0
AMZN,2024-10-30,51.8,42.0,80.0,25.0,60.0,65.0,54.0
AMZN,2024-10-31,48.0,52.0,20.0,52.0,53.0,65.0,70.0
AMZN,2024-11-01,58.6,42.0,80.0,60.0,60.0,55.0,70.0
AMZN,2024-11-04,57.8,42.0,80.0,60.0,60.0,55.0,54.0
AMZN,2024-11-05,57.4,42.0,80.0,60.0,60.0,55.0,46.0
AMZN,2024-11-06,57.0,32.0,80.0,60.0,72.0,55.0,62.0
AMZN,2024-11-07,52.4,18.0,80.0,60.0,72.0,55.0,54.0
AMZN,2024-11-08,49.2,32.0,80.0,25.0,72.0,55.0,46.0
AMZN,2024-11-11,49.2,32.0,80.0,25.0,72.0,55.0,46.0
AMZN,2024-11-12,49.2,32.0,80.0,25.0,72.0,55.0,46.0
AMZN,2024-11-13,45.4,18.0,80.0,25.0,72.0,55.0,54.0
AMZN,2024-11-14,49.6,32.0,80.0,25.0,72.0,55.0,54.0
AMZN,2024-11-15,56.6,42.0,80.0,52.0,60.0,55.0,62.0
AMZN,2024-11-18,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AMZN,2024-11-19,43.2,42.0,20.0,52.0,60.0,55.0,35.0
AMZN,2024-11-20,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-11-21,47.2,52.0,20.0,52.0,60.0,55.0,54.0
AMZN,2024-11-22,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AMZN,2024-11-25,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-11-26,43.8,42.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-11-27,43.2,42.0,20.0,52.0,60.0,55.0,35.0
AMZN,2024-11-29,45.0,42.0,20.0,52.0,72.0,55.0,35.0
AMZN,2024-12-02,41.0,42.0,20.0,38.0,60.0,55.0,46.0
AMZN,2024-12-03,50.4,42.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-12-04,54.8,32.0,80.0,60.0,60.0,55.0,54.0
AMZN,2024-12-05,54.4,32.0,80.0,60.0,60.0,55.0,46.0
AMZN,2024-12-06,50.6,18.0,80.0,60.0,60.0,55.0,54.0
AMZN,2024-12-09,43.6,18.0,80.0,25.0,60.0,55.0,54.0
AMZN,2024-12-10,43.2,18.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-12-11,45.0,18.0,80.0,25.0,72.0,55.0,46.0
AMZN,2024-12-12,43.2,18.0,80.0,25.0,60.0,55.0,46.0
AMZN,2024-12-13,50.0,32.0,80.0,38.0,60.0,55.0,46.0
AMZN,2024-12-16,46.4,18.0,80.0,25.0,72.0,65.0,54.0
AMZN,2024-12-17,52.8,32.0,80.0,38.0,72.0,65.0,46.0
AMZN,2024-12-18,59.2,52.0,80.0,52.0,60.0,55.0,54.0
AMZN,2024-12-19,46.0,42.0,20.0,52.0,72.0,55.0,54.0
AMZN,2024-12-20,46.8,42.0,20.0,52.0,72.0,55.0,70.0
AMZN,2024-12-23,45.6,42.0,20.0,52.0,72.0,55.0,46.0
AMZN,2024-12-24,42.2,42.0,20.0,38.0,72.0,55.0,35.0
AMZN,2024-12-26,43.2,42.0,20.0,52.0,60.0,55.0,35.0
AMZN,2024-12-27,43.8,42.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-12-30,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2024-12-31,49.5,52.0,20.0,68.0,60.0,55.0,35.0
AMZN,2025-01-02,50.0,52.0,20.0,68.0,60.0,55.0,46.0
AMZN,2025-01-03,42.8,42.0,20.0,52.0,53.0,55.0,46.0
AMZN,2025-01-06,43.8,42.0,20.0,52.0,60.0,55.0,46.0
AMZN,2025-01-07,48.0,52.0,20.0,68.0,47.0,55.0,46.0
AMZN,2025-01-08,48.0,52.0,20.0,68.0,47.0,55.0,46.0
AMZN,2025-01-10,50.9,52.0,20.0,80.0,47.0,55.0,54.0
AMZN,2025-01-13,49.1,52.0,20.0,80.0,38.0,55.0,46.0
AMZN,2025-01-14,49.1,52.0,20.0,80.0,38.0,55.0,46.0
AMZN,2025-01-15,44.8,52.0,20.0,52.0,47.0,55.0,46.0
AMZN,2025-01-16,43.5,52.0,20.0,52.0,38.0,55.0,46.0
AMZN,2025-01-17,39.5,42.0,20.0,38.0,47.0,55.0,54.0
AMZN,2025-01-21,46.8,42.0,20.0,60.0,60.0,65.0,54.0
AMZN,2025-01-22,58.8,42.0,80.0,60.0,60.0,65.0,54.0
AMZN,2025-01-23,55.4,32.0,80.0,60.0,60.0,65.0,46.0
AMZN,2025-01-24,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-01-27,51.1,42.0,80.0,25.0,53.0,65.0,62.0
AMZN,2025-01-28,48.8,32.0,80.0,25.0,60.0,65.0,54.0
AMZN,2025-01-29,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-01-30,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-01-31,54.4,42.0,80.0,38.0,60.0,65.0,54.0
AMZN,2025-02-03,54.4,42.0,80.0,38.0,60.0,65.0,54.0
AMZN,2025-02-04,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-02-05,57.2,42.0,80.0,52.0,60.0,65.0,54.0
AMZN,2025-02-06,54.8,42.0,80.0,38.0,60.0,65.0,62.0
AMZN,2025-02-07,48.0,52.0,20.0,52.0,60.0,55.0,70.0
AMZN,2025-02-10,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2025-02-11,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AMZN,2025-02-12,50.0,52.0,20.0,68.0,60.0,55.0,46.0
AMZN,2025-02-13,46.8,52.0,20.0,52.0,60.0,55.0,46.0
AMZN,2025-02-14,50.0,52.0,20.0,68.0,60.0,55.0,46.0
AMZN,2025-02-18,51.8,52.0,20.0,80.0,53.0,55.0,54.0
AMZN,2025-02-19,51.4,52.0,20.0,80.0,47.0,65.0,46.0
AMZN,2025-02-20,52.1,52.0,20.0,90.0,38.0,65.0,46.0
AMZN,2025-02-21,57.3,68.0,20.0,90.0,38.0,65.0,54.0
AMZN,2025-02-24,56.3,68.0,20.0,90.0,38.0,55.0,54.0
AMZN,2025-02-25,56.3,68.0,20.0,90.0,38.0,55.0,54.0
AMZN,2025-02-26,54.9,68.0,20.0,80.0,38.0,65.0,46.0
AMZN,2025-02-27,57.0,82.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-02-28,51.9,68.0,20.0,68.0,38.0,55.0,54.0
AMZN,2025-03-03,52.8,68.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-04,57.0,82.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-05,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-06,52.8,68.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-07,57.0,82.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-10,57.0,82.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-11,52.8,68.0,20.0,80.0,28.0,55.0,54.0
AMZN,2025-03-12,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-13,52.4,68.0,20.0,80.0,28.0,55.0,46.0
AMZN,2025-03-14,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-17,50.4,68.0,20.0,68.0,28.0,55.0,54.0
AMZN,2025-03-18,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-19,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-20,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AMZN,2025-03-21,60.7,68.0,80.0,52.0,38.0,55.0,54.0
AMZN,2025-03-24,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AMZN,2025-03-25,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AMZN,2025-03-26,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AMZN,2025-03-27,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AMZN,2025-03-28,63.9,68.0,80.0,68.0,38.0,55.0,54.0
AMZN,2025-03-31,66.3,68.0,80.0,80.0,38.0,55.0,54.0
AMZN,2025-04-01,63.5,68.0,80.0,68.0,38.0,55.0,46.0
AMZN,2025-04-02,55.9,52.0,80.0,52.0,38.0,55.0,54.0
AMZN,2025-04-03,54.2,68.0,20.0,90.0,28.0,45.0,62.0
AMZN,2025-04-04,58.8,82.0,20.0,90.0,28.0,45.0,70.0
AMZN,2025-04-07,56.1,68.0,20.0,90.0,38.0,45.0,70.0
AMZN,2025-04-08,58.4,82.0,20.0,90.0,28.0,45.0,62.0
AMZN,2025-04-09,42.6,52.0,20.0,52.0,38.0,38.0,62.0
AMZN,2025-04-10,45.4,52.0,20.0,68.0,38.0,38.0,54.0
AMZN,2025-04-11,53.8,52.0,80.0,52.0,38.0,38.0,46.0
AMZN,2025-04-14,53.8,52.0,80.0,52.0,38.0,38.0,46.0
AMZN,2025-04-15,57.0,52.0,80.0,68.0,38.0,38.0,46.0
AMZN,2025-04-16,48.3,68.0,20.0,68.0,28.0,38.0,46.0
AMZN,2025-04-17,48.3,68.0,20.0,68.0,28.0,38.0,46.0
AMZN,2025-04-21,50.7,68.0,20.0,80.0,28.0,38.0,46.0
AMZN,2025-04-22,43.5,52.0,20.0,68.0,28.0,38.0,46.0
AMZN,2025-04-23,52.3,52.0,80.0,52.0,28.0,38.0,46.0
AMZN,2025-04-24,53.2,52.0,80.0,52.0,38.0,38.0,35.0
AMZN,2025-04-25,50.5,52.0,80.0,38.0,38.0,38.0,35.0
AMZN,2025-04-28,54.6,52.0,80.0,52.0,47.0,38.0,35.0
AMZN,2025-04-29,54.6,52.0,80.0,52.0,47.0,38.0,35.0
AMZN,2025-04-30,53.8,52.0,80.0,52.0,38.0,38.0,46.0
AMZN,2025-05-01,52.8,52.0,80.0,38.0,47.0,38.0,54.0
AMZN,2025-05-02,54.7,52.0,80.0,38.0,60.0,38.0,54.0
AMZN,2025-05-05,57.2,52.0,80.0,52.0,60.0,45.0,35.0
AMZN,2025-05-06,57.2,52.0,80.0,52.0,60.0,45.0,35.0
AMZN,2025-05-07,56.8,52.0,80.0,38.0,72.0,45.0,46.0
AMZN,2025-05-08,54.0,52.0,80.0,38.0,53.0,45.0,46.0
AMZN,2025-05-09,52.5,42.0,80.0,38.0,60.0,55.0,35.0
AMZN,2025-05-12,56.0,32.0,80.0,60.0,72.0,45.0,62.0
AMZN,2025-05-13,55.6,32.0,80.0,60.0,72.0,45.0,54.0
AMZN,2025-05-14,48.2,32.0,80.0,25.0,72.0,45.0,46.0
AMZN,2025-05-15,54.2,42.0,80.0,38.0,72.0,45.0,54.0
AMZN,2025-05-16,53.8,42.0,80.0,38.0,72.0,45.0,46.0
AMZN,2025-05-19,56.8,42.0,80.0,38.0,85.0,55.0,46.0
AMZN,2025-05-20,54.2,42.0,80.0,38.0,72.0,55.0,35.0
AMZN,2025-05-21,57.6,42.0,80.0,52.0,72.0,55.0,46.0
AMZN,2025-05-22,55.8,42.0,80.0,52.0,60.0,55.0,46.0
AMZN,2025-05-23,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AMZN,2025-05-27,53.0,42.0,80.0,38.0,60.0,55.0,46.0
AMZN,2025-05-28,55.2,42.0,80.0,52.0,60.0,55.0,35.0
AMZN,2025-05-29,57.6,42.0,80.0,52.0,72.0,55.0,46.0
AMZN,2025-05-30,44.2,42.0,20.0,52.0,60.0,55.0,54.0
AMZN,2025-06-02,43.8,42.0,20.0,52.0,60.0,55.0,46.0
AMZN,2025-06-03,45.6,42.0,20.0,52.0,72.0,55.0,46.0
AMZN,2025-06-04,45.6,42.0,20.0,52.0,72.0,55.0,46.0
AMZN,2025-06-05,46.0,42.0,20.0,52.0,72.0,55.0,54.0
AMZN,2025-06-06,49.2,32.0,80.0,25.0,72.0,55.0,46.0
AMZN,2025-06-09,56.2,32.0,80.0,60.0,72.0,55.0,46.0
AMZN,2025-06-10,55.4,32.0,80.0,60.0,60.0,65.0,46.0
AMZN,2025-06-11,53.4,42.0,80.0,38.0,53.0,65.0,54.0
AMZN,2025-06-12,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AMZN,2025-06-13,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-06-16,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-06-17,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-06-18,45.2,42.0,20.0,52.0,60.0,65.0,54.0
AMZN,2025-06-20,48.6,52.0,20.0,52.0,60.0,65.0,62.0
AMZN,2025-06-23,46.8,52.0,20.0,52.0,53.0,65.0,46.0
AMZN,2025-06-24,45.2,42.0,20.0,52.0,60.0,65.0,54.0
AMZN,2025-06-25,43.8,42.0,20.0,52.0,53.0,65.0,46.0
AMZN,2025-06-26,42.4,42.0,20.0,38.0,60.0,65.0,54.0
AMZN,2025-06-27,56.6,32.0,80.0,60.0,60.0,65.0,70.0
AMZN,2025-06-30,54.4,42.0,80.0,38.0,60.0,65.0,54.0
AMZN,2025-07-01,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-07-02,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-07-03,47.9,32.0,80.0,25.0,60.0,65.0,35.0
AMZN,2025-07-07,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-07-08,56.2,42.0,80.0,52.0,53.0,65.0,54.0
AMZN,2025-07-09,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AMZN,2025-07-10,52.4,42.0,80.0,38.0,53.0,65.0,35.0
AMZN,2025-07-11,51.8,42.0,80.0,25.0,60.0,65.0,54.0
AMZN,2025-07-14,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-07-15,51.0,32.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-07-16,44.8,42.0,20.0,52.0,60.0,65.0,46.0
AMZN,2025-07-17,44.8,42.0,20.0,52.0,60.0,65.0,46.0
AMZN,2025-07-18,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AMZN,2025-07-21,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-07-22,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AMZN,2025-07-23,41.5,42.0,20.0,38.0,60.0,65.0,35.0
AMZN,2025-07-24,55.4,32.0,80.0,60.0,60.0,65.0,46.0
AMZN,2025-07-25,47.9,32.0,80.0,25.0,60.0,65.0,35.0
AMZN,2025-07-28,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AMZN,2025-07-29,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AMZN,2025-07-30,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AMZN,2025-07-31,49.6,32.0,80.0,25.0,60.0,65.0,70.0
AMZN,2025-08-01,57.1,68.0,20.0,90.0,38.0,55.0,70.0
AMZN,2025-08-04,56.7,68.0,20.0,90.0,38.0,55.0,62.0
AMZN,2025-08-05,55.6,68.0,20.0,80.0,47.0,55.0,54.0
